Experiment,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC
LightGBM_FE_v2_tuned_threshold,0.6599999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.6699999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.6799999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.6899999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.6999999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7099999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7199999999999998,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7299999999999996,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7399999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7499999999999997,0.9913333333333333,0.8958333333333334,0.8431372549019608,0.8686868686868687,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7599999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7699999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7799999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7899999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.7999999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8099999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8199999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8299999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8399999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8499999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8599999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8699999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8799999999999997,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8899999999999996,0.9913333333333333,0.9130434782608695,0.8235294117647058,0.865979381443299,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.8999999999999996,0.9906666666666667,0.9111111111111111,0.803921568627451,0.8541666666666666,0.9881189190652107
